Date,Geo,Brand,SKU,Sales_Units,Sales_Value,MRP,Net_Price,Feature_Flag,Display_Flag,TPR_Flag,Trade_Spend,TV_Impressions,YouTube_Impressions,Facebook_Impressions,Instagram_Impressions,Print_Readership,Radio_Listenership,FB_Banner_Content_Score,IG_Banner_Content_Score,Weighted_Distribution,Numeric_Distribution,TDP,NOS,CPI,GDP_Growth,Festival_Index,Rainfall_Index
7/4/2022,EAST,BrandA,BrandA_SKU2,214.1361776,21339.42418,99.65352152,99.65352152,0,0,0,12934.2557,846034.3601,324110.0222,171941.5466,82016.1591,86537.25576,884455.5375,71.74394946,83.21210428,0.362935141,0.40949829,36.82493003,3.777748228,119.5844894,5.088126448,0.941337359,3.757115877
7/4/2022,EAST,BrandA,BrandA_SKU3,128.0840394,12070.34597,94.23770536,94.23770536,0,0,0,12934.2557,829532.4753,312356.6578,151519.4765,77623.27921,78584.20451,885800.352,71.74394946,83.21210428,0.362935141,0.40949829,36.82493003,3.777748228,119.5844894,5.088126448,0.941337359,3.757115877
7/4/2022,EAST,BrandB,BrandB_SKU1,172.3714793,14894.89558,86.4116015,86.4116015,0,0,0,12934.2557,664992.4972,284925.2672,124438.1283,69428.86626,74788.59112,872660.0197,71.74394946,83.21210428,0.362935141,0.40949829,36.82493003,3.777748228,119.5844894,5.088126448,0.941337359,3.757115877
7/4/2022,EAST,BrandB,BrandB_SKU2,116.0727778,9740.572768,83.91780533,83.91780533,0,0,0,12934.2557,851857.7053,397163.7133,179577.3637,97390.47903,89179.98234,856425.0632,71.74394946,83.21210428,0.362935141,0.40949829,36.82493003,3.777748228,119.5844894,5.088126448,0.941337359,3.757115877
7/4/2022,EAST,BrandB,BrandB_SKU3,168.9575631,12130.50801,71.79618236,71.79618236,0,0,0,12934.2557,569237.448,278375.7678,105251.4486,66200.29842,61873.11424,620189.3319,71.74394946,83.21210428,0.362935141,0.40949829,36.82493003,3.777748228,119.5844894,5.088126448,0.941337359,3.757115877
7/4/2022,EAST,BrandC,BrandC_SKU1,264.2790541,16666.03894,63.06227709,63.06227709,0,0,0,12934.2557,447045.0221,188252.0906,89398.23678,46590.24181,51193.15647,549144.3531,71.74394946,83.21210428,0.362935141,0.40949829,36.82493003,3.777748228,119.5844894,5.088126448,0.941337359,3.757115877
7/4/2022,EAST,BrandC,BrandC_SKU2,180.068866,11441.16123,63.53769803,63.53769803,0,0,0,12934.2557,324657.4119,140584.7132,66200.47591,34736.99022,35428.84317,366381.6985,71.74394946,83.21210428,0.362935141,0.40949829,36.82493003,3.777748228,119.5844894,5.088126448,0.941337359,3.757115877
7/4/2022,EAST,BrandC,BrandC_SKU3,86.76415094,5024.377469,57.90844968,57.90844968,0,0,0,12934.2557,430606.5703,170707.5431,93591.17179,43500.6258,46667.34553,496213.4624,71.74394946,83.21210428,0.362935141,0.40949829,36.82493003,3.777748228,119.5844894,5.088126448,0.941337359,3.757115877
7/4/2022,METRO_DELHI,BrandA,BrandA_SKU1,57.95026493,5449.411779,94.0360115,94.0360115,0,0,0,15174.28766,372811.1921,331118.3302,119302.1247,78153.87851,54821.36274,475374.8649,73.60888008,80.4567538,0.422991651,0.322957506,47.89276475,3.689015595,122.8335652,5.542876405,0.970827324,4.548466904
7/4/2022,METRO_DELHI,BrandA,BrandA_SKU2,54.22714967,5057.261212,93.26068663,93.26068663,0,0,0,15174.28766,428331.3708,373647.4299,133918.2826,88121.31424,61645.28768,556468.0452,73.60888008,80.4567538,0.422991651,0.322957506,47.89276475,3.689015595,122.8335652,5.542876405,0.970827324,4.548466904
7/4/2022,METRO_DELHI,BrandA,BrandA_SKU3,141.8777606,14151.45683,99.74401036,99.74401036,0,0,0,15174.28766,394404.3332,327839.221,114897.5294,77057.59715,54586.71882,489054.4176,73.60888008,80.4567538,0.422991651,0.322957506,47.89276475,3.689015595,122.8335652,5.542876405,0.970827324,4.548466904
7/4/2022,METRO_DELHI,BrandB,BrandB_SKU1,118.7597412,8669.033231,72.99639711,72.99639711,0,0,0,15174.28766,459960.0521,369832.5207,141948.6322,88161.36735,61693.08157,647217.5763,73.60888008,80.4567538,0.422991651,0.322957506,47.89276475,3.689015595,122.8335652,5.542876405,0.970827324,4.548466904
7/4/2022,METRO_DELHI,BrandB,BrandB_SKU2,52.11967291,4120.153155,79.05178458,79.05178458,0,0,0,15174.28766,303495.5101,254315.9889,100059.8733,60869.18512,40309.46178,428317.4903,73.60888008,80.4567538,0.422991651,0.322957506,47.89276475,3.689015595,122.8335652,5.542876405,0.970827324,4.548466904
7/4/2022,METRO_DELHI,BrandB,BrandB_SKU3,213.0768523,16534.9959,77.6010896,77.6010896,0,0,0,15174.28766,381526.6978,286750.6779,104278.2404,67777.95961,46457.27217,494571.1237,73.60888008,80.4567538,0.422991651,0.322957506,47.89276475,3.689015595,122.8335652,5.542876405,0.970827324,4.548466904
7/4/2022,METRO_DELHI,BrandC,BrandC_SKU1,140.3764977,8427.632094,60.03591933,60.03591933,0,0,0,15174.28766,104925.2205,111818.9043,33484.4171,25712.22257,16216.62444,176998.8806,73.60888008,80.4567538,0.422991651,0.322957506,47.89276475,3.689015595,122.8335652,5.542876405,0.970827324,4.548466904
7/4/2022,METRO_DELHI,BrandC,BrandC_SKU2,155.4495099,10314.52157,66.35287287,66.35287287,0,0,0,15174.28766,113127.6687,86009.73843,32472.94794,20449.24248,15621.56976,166999.5447,73.60888008,80.4567538,0.422991651,0.322957506,47.89276475,3.689015595,122.8335652,5.542876405,0.970827324,4.548466904
7/4/2022,METRO_DELHI,BrandC,BrandC_SKU3,104.0151912,6261.681624,60.19968383,60.19968383,0,0,0,15174.28766,144350.1785,145457.8558,47516.71535,33843.2427,19813.6062,194817.7437,73.60888008,80.4567538,0.422991651,0.322957506,47.89276475,3.689015595,122.8335652,5.542876405,0.970827324,4.548466904
7/4/2022,METRO_MUMBAI,BrandA,BrandA_SKU1,76.47092386,7181.88565,93.91655399,93.91655399,0,0,0,16645.33857,467958.8305,280504.9353,129600.4782,69061.03489,65342.48455,558093.1168,71.43970279,81.95026764,0.321674795,0.423884503,35.08864868,3.546806883,123.2845599,5.091682754,0.885338486,3.832677756
7/4/2022,METRO_MUMBAI,BrandA,BrandA_SKU2,127.5650507,12111.47332,94.94350728,94.94350728,0,0,0,16645.33857,473459.468,289969.1861,143081.0764,72301.94487,82365.77344,592686.7799,71.43970279,81.95026764,0.321674795,0.423884503,35.08864868,3.546806883,123.2845599,5.091682754,0.885338486,3.832677756
7/4/2022,METRO_MUMBAI,BrandA,BrandA_SKU3,80.20367463,7656.886784,95.4680296,95.4680296,0,0,0,16645.33857,366070.6769,236219.5486,108245.8747,58068.49719,59154.2956,515249.7001,71.43970279,81.95026764,0.321674795,0.423884503,35.08864868,3.546806883,123.2845599,5.091682754,0.885338486,3.832677756
7/4/2022,METRO_MUMBAI,BrandB,BrandB_SKU1,209.9313149,16828.63311,80.1625671,80.1625671,0,0,0,16645.33857,256714.8842,127745.2645,67707.05443,32319.75834,39273.95967,317265.1821,71.43970279,81.95026764,0.321674795,0.423884503,35.08864868,3.546806883,123.2845599,5.091682754,0.885338486,3.832677756
7/4/2022,METRO_MUMBAI,BrandB,BrandB_SKU2,141.6981544,10884.14107,76.81215833,76.81215833,0,0,0,16645.33857,481756.3687,278372.2713,126120.0604,68286.46031,68549.45977,513434.7926,71.43970279,81.95026764,0.321674795,0.423884503,35.08864868,3.546806883,123.2845599,5.091682754,0.885338486,3.832677756
7/4/2022,METRO_MUMBAI,BrandB,BrandB_SKU3,148.0258964,11041.00653,74.58834435,74.58834435,0,0,0,16645.33857,308201.7774,176712.2559,84718.13361,43814.26453,44346.00437,394226.4469,71.43970279,81.95026764,0.321674795,0.423884503,35.08864868,3.546806883,123.2845599,5.091682754,0.885338486,3.832677756
7/4/2022,METRO_MUMBAI,BrandC,BrandC_SKU1,92.91756053,5781.271076,62.21935922,62.21935922,0,0,0,16645.33857,265121.0842,142609.222,67978.12563,35319.65696,42249.09724,293789.5025,71.43970279,81.95026764,0.321674795,0.423884503,35.08864868,3.546806883,123.2845599,5.091682754,0.885338486,3.832677756
7/4/2022,METRO_MUMBAI,BrandC,BrandC_SKU2,175.8323745,10373.97615,58.99923819,58.99923819,0,0,0,16645.33857,308553.7053,162753.8953,85360.97158,41086.87622,40378.55968,371934.5284,71.43970279,81.95026764,0.321674795,0.423884503,35.08864868,3.546806883,123.2845599,5.091682754,0.885338486,3.832677756
7/4/2022,METRO_MUMBAI,BrandC,BrandC_SKU3,91.86084733,5761.84647,62.7236373,62.7236373,0,0,0,16645.33857,224625.8315,128347.3826,55308.7133,31200.34784,31322.69048,244748.5607,71.43970279,81.95026764,0.321674795,0.423884503,35.08864868,3.546806883,123.2845599,5.091682754,0.885338486,3.832677756
7/4/2022,NORTH,BrandA,BrandA_SKU1,149.6897899,16390.94525,109.4994205,109.4994205,0,0,0,12463.18489,1822837.059,754563.1775,496169.8985,200529.6254,145232.481,1186991.229,75.12876849,76.10512063,0.319811938,0.395661799,46.64743634,3.542439998,119.7344083,4.99998527,0.874293229,4.327202294
7/4/2022,NORTH,BrandA,BrandA_SKU2,332.4016342,31508.35859,94.79002311,94.79002311,0,0,0,12463.18489,1683562.912,718495.0511,470198.8547,190718.8957,156539.1113,1284437.614,75.12876849,76.10512063,0.319811938,0.395661799,46.64743634,3.542439998,119.7344083,4.99998527,0.874293229,4.327202294
7/4/2022,NORTH,BrandA,BrandA_SKU3,257.4715449,25446.54903,98.83247117,98.83247117,0,0,0,12463.18489,2122050.932,934078.028,578713.2909,244686.9347,173429.5849,1546492.439,75.12876849,76.10512063,0.319811938,0.395661799,46.64743634,3.542439998,119.7344083,4.99998527,0.874293229,4.327202294
7/4/2022,NORTH,BrandB,BrandB_SKU1,83.74213059,7179.895433,85.73815094,85.73815094,0,0,0,12463.18489,1356781.157,773822.2738,346053.0954,189369.7643,124580.9289,1146118.191,75.12876849,76.10512063,0.319811938,0.395661799,46.64743634,3.542439998,119.7344083,4.99998527,0.874293229,4.327202294
7/4/2022,NORTH,BrandB,BrandB_SKU2,299.24068,25752.94061,86.0609614,86.0609614,0,0,0,12463.18489,854132.0928,416354.1388,250725.9179,108343.4195,76273.13729,766509.8965,75.12876849,76.10512063,0.319811938,0.395661799,46.64743634,3.542439998,119.7344083,4.99998527,0.874293229,4.327202294
7/4/2022,NORTH,BrandB,BrandB_SKU3,99.98904941,8550.709749,85.51646205,85.51646205,0,0,0,12463.18489,715060.8185,329466.614,197881.5884,85681.48165,72600.07321,598928.2335,75.12876849,76.10512063,0.319811938,0.395661799,46.64743634,3.542439998,119.7344083,4.99998527,0.874293229,4.327202294
7/4/2022,NORTH,BrandC,BrandC_SKU1,76.6522084,4934.308742,64.37268861,64.37268861,0,0,0,12463.18489,656051.0749,304992.1489,179020.4063,78900.47041,54291.1548,499825.7496,75.12876849,76.10512063,0.319811938,0.395661799,46.64743634,3.542439998,119.7344083,4.99998527,0.874293229,4.327202294
7/4/2022,NORTH,BrandC,BrandC_SKU2,139.5783079,7686.94382,55.07262509,55.07262509,0,0,0,12463.18489,855105.3344,384049.7238,235114.4409,100321.3888,72256.73165,612040.9867,75.12876849,76.10512063,0.319811938,0.395661799,46.64743634,3.542439998,119.7344083,4.99998527,0.874293229,4.327202294
7/4/2022,NORTH,BrandC,BrandC_SKU3,193.217881,10831.99787,56.06105302,56.06105302,0,0,0,12463.18489,685395.006,289246.8885,209210.9255,78770.47026,55563.01651,592808.5098,75.12876849,76.10512063,0.319811938,0.395661799,46.64743634,3.542439998,119.7344083,4.99998527,0.874293229,4.327202294
7/4/2022,NORTHEAST,BrandA,BrandA_SKU1,72.4543119,7313.438711,100.9386263,100.9386263,0,0,0,13616.56965,475297.952,162574.6849,149227.6901,47437.70599,35984.23868,373086.9236,73.7253438,76.22365782,0.434817948,0.430918207,36.02992374,3.277554606,115.3776,5.073940286,0.855644885,4.729768313
7/4/2022,NORTHEAST,BrandA,BrandA_SKU2,86.22041362,8776.855538,101.7955629,101.7955629,0,0,0,13616.56965,770373.0466,310588.5061,273452.0223,89462.90345,60264.76778,681352.5002,73.7253438,76.22365782,0.434817948,0.430918207,36.02992374,3.277554606,115.3776,5.073940286,0.855644885,4.729768313
7/4/2022,NORTHEAST,BrandA,BrandA_SKU3,70.62496275,7496.977839,106.1519546,106.1519546,0,0,0,13616.56965,906483.9412,351725.1136,265731.118,96918.13452,62613.09547,645250.7369,73.7253438,76.22365782,0.434817948,0.430918207,36.02992374,3.277554606,115.3776,5.073940286,0.855644885,4.729768313
7/4/2022,NORTHEAST,BrandB,BrandB_SKU1,63.86563779,4606.745823,72.13183776,72.13183776,0,0,0,13616.56965,621988.6397,257125.5653,206715.0381,72096.61688,45374.51387,486698.3363,73.7253438,76.22365782,0.434817948,0.430918207,36.02992374,3.277554606,115.3776,5.073940286,0.855644885,4.729768313
7/4/2022,NORTHEAST,BrandB,BrandB_SKU2,128.3229605,10008.15935,77.99196116,77.99196116,0,0,0,13616.56965,353487.7851,129222.7352,122089.4859,38053.49564,27028.45877,270534.2963,73.7253438,76.22365782,0.434817948,0.430918207,36.02992374,3.277554606,115.3776,5.073940286,0.855644885,4.729768313
7/4/2022,NORTHEAST,BrandB,BrandB_SKU3,26.41440585,2159.158135,81.74168851,81.74168851,0,0,0,13616.56965,591000.5377,214922.9306,177730.4622,60757.63233,41080.54931,445584.453,73.7253438,76.22365782,0.434817948,0.430918207,36.02992374,3.277554606,115.3776,5.073940286,0.855644885,4.729768313
7/4/2022,NORTHEAST,BrandC,BrandC_SKU1,86.89042035,5022.978068,57.80819161,57.80819161,0,0,0,13616.56965,275057.1465,120199.0212,97337.56923,33773.56117,22089.16593,257715.4601,73.7253438,76.22365782,0.434817948,0.430918207,36.02992374,3.277554606,115.3776,5.073940286,0.855644885,4.729768313
7/4/2022,NORTHEAST,BrandC,BrandC_SKU2,91.72630976,5692.195274,62.05629866,62.05629866,0,0,0,13616.56965,171628.5462,68193.27086,56456.0517,19284.25934,14184.60713,146784.6591,73.7253438,76.22365782,0.434817948,0.430918207,36.02992374,3.277554606,115.3776,5.073940286,0.855644885,4.729768313
7/4/2022,NORTHEAST,BrandC,BrandC_SKU3,53.26964499,3050.784212,57.27059402,57.27059402,0,0,0,13616.56965,225279.7499,89134.99393,71349.34387,24961.93317,18107.76522,197090.3402,73.7253438,76.22365782,0.434817948,0.430918207,36.02992374,3.277554606,115.3776,5.073940286,0.855644885,4.729768313
7/4/2022,SOUTH,BrandA,BrandA_SKU1,503.0269604,45710.41487,90.87070567,90.87070567,0,0,0,17200.62435,1476978.298,851751.1686,377621.057,208112.3394,159392.3056,1415158.762,70.88179179,79.26470372,0.367301195,0.435824946,43.89991617,3.537954868,114.5617675,4.94686237,0.969565035,5.316904618
7/4/2022,SOUTH,BrandA,BrandA_SKU2,380.9033163,42164.44762,110.6959321,110.6959321,0,0,0,17200.62435,1957670.346,1063619.691,366688.9134,249392.8296,187619.3921,1644952.936,70.88179179,79.26470372,0.367301195,0.435824946,43.89991617,3.537954868,114.5617675,4.94686237,0.969565035,5.316904618
7/4/2022,SOUTH,BrandA,BrandA_SKU3,104.6302241,11068.0388,105.7824247,105.7824247,0,0,0,17200.62435,1695346.403,1053345.03,412741.7777,251943.1837,178966.6434,1819875.007,70.88179179,79.26470372,0.367301195,0.435824946,43.89991617,3.537954868,114.5617675,4.94686237,0.969565035,5.316904618
7/4/2022,SOUTH,BrandB,BrandB_SKU1,331.8231634,26998.60107,81.36442554,81.36442554,0,0,0,17200.62435,1101821.82,599685.9668,254020.6349,145339.2568,97445.89192,944476.6591,70.88179179,79.26470372,0.367301195,0.435824946,43.89991617,3.537954868,114.5617675,4.94686237,0.969565035,5.316904618
7/4/2022,SOUTH,BrandB,BrandB_SKU2,442.9221145,34587.98706,78.0904496,78.0904496,0,0,0,17200.62435,1195766.206,835748.8123,299608.5227,197110.6147,131078.038,1029068.095,70.88179179,79.26470372,0.367301195,0.435824946,43.89991617,3.537954868,114.5617675,4.94686237,0.969565035,5.316904618
7/4/2022,SOUTH,BrandB,BrandB_SKU3,396.5671974,29657.40881,74.78533022,74.78533022,0,0,0,17200.62435,1147593.632,788252.6902,272127.0983,184863.2479,111359.1244,1163074.645,70.88179179,79.26470372,0.367301195,0.435824946,43.89991617,3.537954868,114.5617675,4.94686237,0.969565035,5.316904618
7/4/2022,SOUTH,BrandC,BrandC_SKU1,159.2626989,9793.461059,61.49249714,61.49249714,0,0,0,17200.62435,661890.8543,450203.1905,170245.9582,107065.2339,61032.04557,572781.1178,70.88179179,79.26470372,0.367301195,0.435824946,43.89991617,3.537954868,114.5617675,4.94686237,0.969565035,5.316904618
7/4/2022,SOUTH,BrandC,BrandC_SKU2,449.8619388,29148.6713,64.7947043,64.7947043,0,0,0,17200.62435,539322.4224,265485.2918,124760.2296,65573.08133,48644.31675,478649.9934,70.88179179,79.26470372,0.367301195,0.435824946,43.89991617,3.537954868,114.5617675,4.94686237,0.969565035,5.316904618
7/4/2022,SOUTH,BrandC,BrandC_SKU3,457.9914058,26084.86936,56.95493197,56.95493197,0,0,0,17200.62435,447243.6638,237737.0191,105656.1407,58113.01789,40935.55323,414741.8629,70.88179179,79.26470372,0.367301195,0.435824946,43.89991617,3.537954868,114.5617675,4.94686237,0.969565035,5.316904618
7/4/2022,WEST,BrandA,BrandA_SKU1,167.4623016,17985.90065,107.4026839,107.4026839,0,0,0,13856.87748,1051134.748,446858.1539,223055.6874,111677.1995,73560.24305,996914.6446,77.03660767,82.74317882,0.421606394,0.382613133,47.23631834,3.568913595,117.8319961,5.00171807,1.06211215,5.03020594
7/4/2022,WEST,BrandA,BrandA_SKU2,206.7288861,20227.01313,97.84318735,97.84318735,0,0,0,13856.87748,857043.1289,322044.4602,185088.036,82917.69563,57029.21069,602398.9001,77.03660767,82.74317882,0.421606394,0.382613133,47.23631834,3.568913595,117.8319961,5.00171807,1.06211215,5.03020594
7/4/2022,WEST,BrandA,BrandA_SKU3,166.879024,16605.06028,99.50357976,99.50357976,0,0,0,13856.87748,1429409.287,452868.9919,248239.2454,115397.7229,93950.18572,1120799.007,77.03660767,82.74317882,0.421606394,0.382613133,47.23631834,3.568913595,117.8319961,5.00171807,1.06211215,5.03020594
7/4/2022,WEST,BrandB,BrandB_SKU1,132.6941105,11310.49501,85.23735507,85.23735507,0,0,0,13856.87748,913340.0584,319711.6967,174036.31,81345.97034,61859.09448,696558.3716,77.03660767,82.74317882,0.421606394,0.382613133,47.23631834,3.568913595,117.8319961,5.00171807,1.06211215,5.03020594
7/4/2022,WEST,BrandB,BrandB_SKU2,304.2396652,21825.64699,71.73833491,71.73833491,0,0,0,13856.87748,991744.9533,381739.6969,227015.4,99049.47938,69325.54713,794654.4065,77.03660767,82.74317882,0.421606394,0.382613133,47.23631834,3.568913595,117.8319961,5.00171807,1.06211215,5.03020594
7/4/2022,WEST,BrandB,BrandB_SKU3,96.33901602,7706.76474,79.99629909,79.99629909,0,0,0,13856.87748,628345.4398,240260.1473,117048.3138,59756.86084,44742.2657,417394.9792,77.03660767,82.74317882,0.421606394,0.382613133,47.23631834,3.568913595,117.8319961,5.00171807,1.06211215,5.03020594
7/4/2022,WEST,BrandC,BrandC_SKU1,346.3004204,19431.31042,56.11113727,56.11113727,0,0,0,13856.87748,506224.0991,182490.413,99341.96612,46432.27922,31619.74255,378654.1418,77.03660767,82.74317882,0.421606394,0.382613133,47.23631834,3.568913595,117.8319961,5.00171807,1.06211215,5.03020594
7/4/2022,WEST,BrandC,BrandC_SKU2,447.2156552,27753.97114,62.05948029,62.05948029,0,0,0,13856.87748,495618.3545,185264.0686,103555.1283,47408.32655,33076.80904,381669.6022,77.03660767,82.74317882,0.421606394,0.382613133,47.23631834,3.568913595,117.8319961,5.00171807,1.06211215,5.03020594
7/4/2022,WEST,BrandC,BrandC_SKU3,182.135425,10887.84104,59.77882139,59.77882139,0,0,0,13856.87748,621455.0436,222149.0072,127893.0741,57219.10885,42458.12725,454245.6153,77.03660767,82.74317882,0.421606394,0.382613133,47.23631834,3.568913595,117.8319961,5.00171807,1.06211215,5.03020594
7/11/2022,CENTRAL,BrandA,BrandA_SKU1,179.0124806,17783.66319,99.34314706,99.34314706,1,0,0,71092.14615,897288.2647,612244.7768,429193.2866,165368.284,125728.8265,952650.2915,67.77395276,62.53497376,0.339841014,0.435634765,39.02837104,2.861869542,121.348852,5.172291767,1.180806018,4.885889368
7/11/2022,CENTRAL,BrandA,BrandA_SKU2,322.6128033,33135.43305,102.7096033,102.7096033,1,0,0,71092.14615,419687.4202,247236.3069,144005.7212,63847.83349,52415.13458,502617.786,67.77395276,62.53497376,0.339841014,0.435634765,39.02837104,2.861869542,121.348852,5.172291767,1.180806018,4.885889368
7/11/2022,CENTRAL,BrandA,BrandA_SKU3,361.4707006,33591.24234,92.92936408,92.92936408,1,0,0,71092.14615,610590.3821,370335.2315,239581.0179,98025.14809,77840.62781,691244.2064,67.77395276,62.53497376,0.339841014,0.435634765,39.02837104,2.861869542,121.348852,5.172291767,1.180806018,4.885889368
7/11/2022,CENTRAL,BrandB,BrandB_SKU1,367.8441245,30168.77114,82.01509587,82.01509587,1,0,0,71092.14615,552188.1736,339428.1178,235428.3939,91428.46296,69320.56434,519510.0239,67.77395276,62.53497376,0.339841014,0.435634765,39.02837104,2.861869542,121.348852,5.172291767,1.180806018,4.885889368
7/11/2022,CENTRAL,BrandB,BrandB_SKU2,301.4425137,21810.61505,72.35414401,72.35414401,1,0,0,71092.14615,637920.5851,407802.829,252314.6649,106792.0323,83741.0772,721659.1334,67.77395276,62.53497376,0.339841014,0.435634765,39.02837104,2.861869542,121.348852,5.172291767,1.180806018,4.885889368
7/11/2022,CENTRAL,BrandB,BrandB_SKU3,81.11158947,7088.453667,87.39137913,87.39137913,1,0,0,71092.14615,417184.2368,274766.2165,199069.5229,74860.1956,55957.78527,498422.3526,67.77395276,62.53497376,0.339841014,0.435634765,39.02837104,2.861869542,121.348852,5.172291767,1.180806018,4.885889368
7/11/2022,CENTRAL,BrandC,BrandC_SKU1,200.6791507,11187.05301,55.74596548,55.74596548,1,0,0,71092.14615,276266.3971,162946.7489,104426.2215,43031.97192,33629.52943,256579.655,67.77395276,62.53497376,0.339841014,0.435634765,39.02837104,2.861869542,121.348852,5.172291767,1.180806018,4.885889368
7/11/2022,CENTRAL,BrandC,BrandC_SKU2,263.8429548,14341.56392,54.3564407,54.3564407,1,0,0,71092.14615,254696.26,149927.6471,108251.4782,40810.67725,33211.66852,269036.0377,67.77395276,62.53497376,0.339841014,0.435634765,39.02837104,2.861869542,121.348852,5.172291767,1.180806018,4.885889368
7/11/2022,CENTRAL,BrandC,BrandC_SKU3,256.2057457,15692.32182,61.24890671,61.24890671,1,0,0,71092.14615,336059.0423,235391.12,137697.6204,60847.98605,44561.74389,396695.4307,67.77395276,62.53497376,0.339841014,0.435634765,39.02837104,2.861869542,121.348852,5.172291767,1.180806018,4.885889368
7/11/2022,EAST,BrandA,BrandA_SKU1,205.4657963,21571.51612,104.9883558,104.9883558,1,0,0,75937.57557,1112018.852,534235.1425,215594.0539,128406.4339,86146.35526,959164.7423,70.25401687,68.61156809,0.377519337,0.438472737,38.92451387,3.519626568,119.9742087,5.018128386,0.941337359,3.413037402
7/11/2022,EAST,BrandA,BrandA_SKU2,314.9181321,31154.87613,98.9300804,98.9300804,1,0,0,75937.57557,862804.0303,415734.9314,149249.1459,98071.90087,63653.25699,736665.6926,70.25401687,68.61156809,0.377519337,0.438472737,38.92451387,3.519626568,119.9742087,5.018128386,0.941337359,3.413037402
7/11/2022,EAST,BrandA,BrandA_SKU3,231.326622,22096.80189,95.52208781,95.52208781,1,0,0,75937.57557,790293.8979,420713.3633,123449.7246,96487.64512,54262.69182,613860.8526,70.25401687,68.61156809,0.377519337,0.438472737,38.92451387,3.519626568,119.9742087,5.018128386,0.941337359,3.413037402
